panel	item	group	metric	value	status	source_path	notes
A_evidence_board	FDR_controlled_cluster_DE	yes	status	pass	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	RMTGuard clusters have interpretable marker programs in public PDAC/TME data.
A_evidence_board	external_signature_transfer	yes	status	supported_with_partial_failures	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	Selected ductal and myeloid marker families transfer to an external public PDAC/TME dataset.
A_evidence_board	rank_based_pathway_layer	yes	status	pass	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	The public-data clusters recover pathway-level programs consistent with PDAC/TME biology.
A_evidence_board	published_atlas_marker_overlap	yes	status	pass	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	Cluster identities are consistent with published PDAC atlas marker families.
A_evidence_board	subsampling_stability_context	yes_with_boundary	status	caution_baseline_higher	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	PDAC/TME is a bounded callability-aware use case, not a stability-superiority example.
A_evidence_board	bounded_wording_freeze	yes_after_author_ack	status	pass_if_author_acknowledged	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	Bounded public-data PDAC/TME showcase of RMTGuard callability.
A_evidence_board	spatial_or_protein_validation	not_required	status	missing_not_required_for_methods_showcase	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	Do not claim orthogonal spatial or protein validation.
A_evidence_board	clinical_or_survival_validation	not_required	status	missing_not_required_for_methods_showcase	no	results/submission/pdac_tme_figure4_strengthening_board.tsv	Do not claim prognosis, therapy-response, clinical validation, or patient-level utility.
B_marker_signature_heatmap	pdac_gse154778_C0	B/plasma	mean_marker_score	0.322656	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C0	CAF/fibroblast	mean_marker_score	0.281128	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C0	ductal	mean_marker_score	1.55671	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C0	endothelial	mean_marker_score	0.0256842	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C0	myeloid	mean_marker_score	0.319798	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C0	T/NK	mean_marker_score	0.0877903	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C1	B/plasma	mean_marker_score	0.328662	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C1	CAF/fibroblast	mean_marker_score	0.489838	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C1	ductal	mean_marker_score	1.40316	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C1	endothelial	mean_marker_score	0.0311742	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C1	myeloid	mean_marker_score	0.371042	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C1	T/NK	mean_marker_score	0.153249	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C2	B/plasma	mean_marker_score	0.739392	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C2	CAF/fibroblast	mean_marker_score	0.34814	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C2	ductal	mean_marker_score	0.641789	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C2	endothelial	mean_marker_score	0.0475235	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C2	myeloid	mean_marker_score	1.4628	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C2	T/NK	mean_marker_score	0.298916	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C3	B/plasma	mean_marker_score	0.243356	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C3	CAF/fibroblast	mean_marker_score	0.117764	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C3	ductal	mean_marker_score	1.62159	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C3	endothelial	mean_marker_score	0	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C3	myeloid	mean_marker_score	0.275311	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse154778_C3	T/NK	mean_marker_score	0.0446206	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C0	B/plasma	mean_marker_score	0.22479	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C0	CAF/fibroblast	mean_marker_score	0.0140773	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C0	ductal	mean_marker_score	0.0565479	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C0	endothelial	mean_marker_score	0.0245333	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C0	myeloid	mean_marker_score	0.561742	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C0	T/NK	mean_marker_score	1.93788	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C1	B/plasma	mean_marker_score	0.224475	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C1	CAF/fibroblast	mean_marker_score	0.141206	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C1	ductal	mean_marker_score	1.92032	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C1	endothelial	mean_marker_score	0.157591	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C1	myeloid	mean_marker_score	0.285711	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C1	T/NK	mean_marker_score	0.0759486	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C2	B/plasma	mean_marker_score	0.109681	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C2	CAF/fibroblast	mean_marker_score	0.0391189	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C2	ductal	mean_marker_score	0.0337278	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C2	endothelial	mean_marker_score	0.0102968	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C2	myeloid	mean_marker_score	0.372157	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C2	T/NK	mean_marker_score	1.27786	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C3	B/plasma	mean_marker_score	0.522533	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C3	CAF/fibroblast	mean_marker_score	0.02815	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C3	ductal	mean_marker_score	0.0579904	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C3	endothelial	mean_marker_score	0.147755	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C3	myeloid	mean_marker_score	1.87896	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C3	T/NK	mean_marker_score	0.317911	immune_myeloid	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C4	B/plasma	mean_marker_score	0.372019	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C4	CAF/fibroblast	mean_marker_score	0.146314	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C4	ductal	mean_marker_score	2.11321	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C4	endothelial	mean_marker_score	0.00432804	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C4	myeloid	mean_marker_score	0.360082	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C4	T/NK	mean_marker_score	0.00459975	ductal_malignant_context	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C5	B/plasma	mean_marker_score	1.63496	b_plasma	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C5	CAF/fibroblast	mean_marker_score	0.0221715	b_plasma	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C5	ductal	mean_marker_score	0.0457679	b_plasma	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C5	endothelial	mean_marker_score	0.0203514	b_plasma	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C5	myeloid	mean_marker_score	0.296089	b_plasma	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C5	T/NK	mean_marker_score	0.255169	b_plasma	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C6	B/plasma	mean_marker_score	0.276488	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C6	CAF/fibroblast	mean_marker_score	0	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C6	ductal	mean_marker_score	0	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C6	endothelial	mean_marker_score	0	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C6	myeloid	mean_marker_score	0.546593	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
B_marker_signature_heatmap	pdac_gse263733_C6	T/NK	mean_marker_score	2.5968	t_nk	results/figures/source_data/figure4_pdac_tme_cluster_marker_summary.tsv	Plotted marker signature score.
C_external_signature_transfer	C0	ductal_malignant_context	validation_public_label_score	2.63404	True	results/pdac_tme/deep_validation/pdac_external_signature_validation.tsv	Ductal cell
C_external_signature_transfer	C1	ductal_malignant_context	validation_public_label_score	0.469404	True	results/pdac_tme/deep_validation/pdac_external_signature_validation.tsv	Ductal cell
C_external_signature_transfer	C2	ductal_malignant_context	validation_public_label_score	2.05577	False	results/pdac_tme/deep_validation/pdac_external_signature_validation.tsv	Fibroblast
C_external_signature_transfer	C3	immune_myeloid	validation_public_label_score	2.00557	True	results/pdac_tme/deep_validation/pdac_external_signature_validation.tsv	Myeloid
C_external_signature_transfer	C4	ductal_malignant_context	validation_public_label_score	1.14261	True	results/pdac_tme/deep_validation/pdac_external_signature_validation.tsv	Ductal cell
C_external_signature_transfer	C7	ductal_malignant_context	validation_public_label_score	0.478142	True	results/pdac_tme/deep_validation/pdac_external_signature_validation.tsv	Ductal cell
D_pathway_layer	HALLMARK_TNFA_SIGNALING_VIA_NFKB	ductal_malignant_context	minus_log10_bh_fdr	3.09263	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.88213	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	ductal_malignant_context	minus_log10_bh_fdr	2.83354	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_P53_PATHWAY	ductal_malignant_context	minus_log10_bh_fdr	2.41039	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	ductal_malignant_context	minus_log10_bh_fdr	2.0679	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APICAL_JUNCTION	ductal_malignant_context	minus_log10_bh_fdr	1.59469	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_ANGIOGENESIS	ductal_malignant_context	minus_log10_bh_fdr	1.35132	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_CELL_JUNCTION_ORGANIZATION	ductal_malignant_context	minus_log10_bh_fdr	4.95838	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	ductal_malignant_context	minus_log10_bh_fdr	3.20444	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	ductal_malignant_context	minus_log10_bh_fdr	2.70444	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.5345	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TIGHT_JUNCTION_INTERACTIONS	ductal_malignant_context	minus_log10_bh_fdr	2.52552	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	ductal_malignant_context	minus_log10_bh_fdr	2.4709	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	ductal_malignant_context	minus_log10_bh_fdr	2.33395	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	ductal_malignant_context	minus_log10_bh_fdr	2.18601	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	ductal_malignant_context	minus_log10_bh_fdr	2.14709	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_FORMATION	ductal_malignant_context	minus_log10_bh_fdr	1.97401	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_STABILIZATION_OF_P53	ductal_malignant_context	minus_log10_bh_fdr	2.71184	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_REGULATION_OF_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.68314	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.14613	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	ductal_malignant_context	minus_log10_bh_fdr	2.14501	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	ductal_malignant_context	minus_log10_bh_fdr	2.02744	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	1.66404	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TCR_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	1.59793	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	ductal_malignant_context	minus_log10_bh_fdr	1.49201	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
