panel	item	group	metric	value	status	source_path	notes
D_pathway_layer	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	ductal_malignant_context	minus_log10_bh_fdr	25.2075	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	6.78047	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_ANGIOGENESIS	ductal_malignant_context	minus_log10_bh_fdr	4.26478	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APICAL_JUNCTION	ductal_malignant_context	minus_log10_bh_fdr	4.21389	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	ductal_malignant_context	minus_log10_bh_fdr	3.88471	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INTERFERON_GAMMA_RESPONSE	ductal_malignant_context	minus_log10_bh_fdr	3.7347	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_P53_PATHWAY	ductal_malignant_context	minus_log10_bh_fdr	3.44387	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_TNFA_SIGNALING_VIA_NFKB	ductal_malignant_context	minus_log10_bh_fdr	2.77564	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INTERFERON_ALPHA_RESPONSE	ductal_malignant_context	minus_log10_bh_fdr	2.37738	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	ductal_malignant_context	minus_log10_bh_fdr	12.5203	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	ductal_malignant_context	minus_log10_bh_fdr	6.82148	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_METABOLIC_GENES	ductal_malignant_context	minus_log10_bh_fdr	6.78842	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	5.7243	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_DEGRADATION	ductal_malignant_context	minus_log10_bh_fdr	5.65022	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	ductal_malignant_context	minus_log10_bh_fdr	5.44041	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	ductal_malignant_context	minus_log10_bh_fdr	5.14651	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_FORMATION	ductal_malignant_context	minus_log10_bh_fdr	5.07061	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	ductal_malignant_context	minus_log10_bh_fdr	5.02831	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	ductal_malignant_context	minus_log10_bh_fdr	5.02245	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	ductal_malignant_context	minus_log10_bh_fdr	4.57304	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	ductal_malignant_context	minus_log10_bh_fdr	4.55145	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	ductal_malignant_context	minus_log10_bh_fdr	4.16603	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	ductal_malignant_context	minus_log10_bh_fdr	4.0828	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	ductal_malignant_context	minus_log10_bh_fdr	3.37283	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	3.02595	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.82112	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	ductal_malignant_context	minus_log10_bh_fdr	2.57051	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_REGULATION_OF_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.41756	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_STABILIZATION_OF_P53	ductal_malignant_context	minus_log10_bh_fdr	2.41756	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	2.19804	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	ductal_malignant_context	minus_log10_bh_fdr	2.13437	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TCR_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	1.92112	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	ductal_malignant_context	minus_log10_bh_fdr	1.50368	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	ductal_malignant_context	minus_log10_bh_fdr	1.47404	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	ductal_malignant_context	minus_log10_bh_fdr	1.4097	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	ductal_malignant_context	minus_log10_bh_fdr	1.39561	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	ductal_malignant_context	minus_log10_bh_fdr	1.32347	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	HALLMARK_TNFA_SIGNALING_VIA_NFKB	immune_myeloid	minus_log10_bh_fdr	14.4503	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	immune_myeloid	minus_log10_bh_fdr	5.75194	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INFLAMMATORY_RESPONSE	immune_myeloid	minus_log10_bh_fdr	4.81514	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APOPTOSIS	immune_myeloid	minus_log10_bh_fdr	4.61549	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	immune_myeloid	minus_log10_bh_fdr	3.62994	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INTERFERON_GAMMA_RESPONSE	immune_myeloid	minus_log10_bh_fdr	3.43916	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_P53_PATHWAY	immune_myeloid	minus_log10_bh_fdr	3.19877	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APICAL_JUNCTION	immune_myeloid	minus_log10_bh_fdr	3.09535	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	immune_myeloid	minus_log10_bh_fdr	9.80347	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	immune_myeloid	minus_log10_bh_fdr	9.43898	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	immune_myeloid	minus_log10_bh_fdr	7.36812	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	immune_myeloid	minus_log10_bh_fdr	3.48099	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	immune_myeloid	minus_log10_bh_fdr	3.472	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_SIGNALING	immune_myeloid	minus_log10_bh_fdr	3.43918	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	immune_myeloid	minus_log10_bh_fdr	3.42297	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TCR_SIGNALING	immune_myeloid	minus_log10_bh_fdr	3.23193	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_GAMMA_SIGNALING	immune_myeloid	minus_log10_bh_fdr	2.90074	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	immune_myeloid	minus_log10_bh_fdr	2.767	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_METABOLIC_GENES	immune_myeloid	minus_log10_bh_fdr	2.12263	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	immune_myeloid	minus_log10_bh_fdr	1.9744	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	immune_myeloid	minus_log10_bh_fdr	1.91527	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	immune_myeloid	minus_log10_bh_fdr	1.59811	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	immune_myeloid	minus_log10_bh_fdr	1.54771	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	immune_myeloid	minus_log10_bh_fdr	1.53104	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	immune_myeloid	minus_log10_bh_fdr	1.44605	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	immune_myeloid	minus_log10_bh_fdr	1.40104	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	HALLMARK_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	2.67856	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	ductal_malignant_context	minus_log10_bh_fdr	2.27963	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APICAL_JUNCTION	ductal_malignant_context	minus_log10_bh_fdr	2.03921	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_P53_PATHWAY	ductal_malignant_context	minus_log10_bh_fdr	1.57896	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	ductal_malignant_context	minus_log10_bh_fdr	3.10356	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	ductal_malignant_context	minus_log10_bh_fdr	2.70516	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CELL_JUNCTION_ORGANIZATION	ductal_malignant_context	minus_log10_bh_fdr	2.31256	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_COLLAGEN_FORMATION	ductal_malignant_context	minus_log10_bh_fdr	2.25943	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TP53_REGULATES_METABOLIC_GENES	ductal_malignant_context	minus_log10_bh_fdr	1.68258	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	ductal_malignant_context	minus_log10_bh_fdr	1.46501	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	HALLMARK_HYPOXIA	ductal_malignant_context	minus_log10_bh_fdr	1.51157	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INTERFERON_GAMMA_RESPONSE	ductal_malignant_context	minus_log10_bh_fdr	1.30176	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_TCR_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	2.7944	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	2.79071	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	ductal_malignant_context	minus_log10_bh_fdr	2.48362	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_SIGNALING	ductal_malignant_context	minus_log10_bh_fdr	2.01421	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	ductal_malignant_context	minus_log10_bh_fdr	1.86902	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	1.79647	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_STABILIZATION_OF_P53	ductal_malignant_context	minus_log10_bh_fdr	1.7149	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_REGULATION_OF_APOPTOSIS	ductal_malignant_context	minus_log10_bh_fdr	1.62972	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	ductal_malignant_context	minus_log10_bh_fdr	1.59811	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	ductal_malignant_context	minus_log10_bh_fdr	1.52908	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	HALLMARK_INTERFERON_GAMMA_RESPONSE	t_nk	minus_log10_bh_fdr	10.8078	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_TNFA_SIGNALING_VIA_NFKB	t_nk	minus_log10_bh_fdr	8.20746	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INFLAMMATORY_RESPONSE	t_nk	minus_log10_bh_fdr	6.40674	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APOPTOSIS	t_nk	minus_log10_bh_fdr	6.31186	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_HYPOXIA	t_nk	minus_log10_bh_fdr	6.05621	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_P53_PATHWAY	t_nk	minus_log10_bh_fdr	5.70112	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_INTERFERON_ALPHA_RESPONSE	t_nk	minus_log10_bh_fdr	4.3999	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_APICAL_JUNCTION	t_nk	minus_log10_bh_fdr	3.40171	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	t_nk	minus_log10_bh_fdr	2.92502	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	hallmark
D_pathway_layer	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	t_nk	minus_log10_bh_fdr	23.8834	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_TCR_SIGNALING	t_nk	minus_log10_bh_fdr	9.41566	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_SIGNALING	t_nk	minus_log10_bh_fdr	8.51112	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	t_nk	minus_log10_bh_fdr	7.52052	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	t_nk	minus_log10_bh_fdr	7.36812	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	t_nk	minus_log10_bh_fdr	7.19351	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
D_pathway_layer	REACTOME_DOWNSTREAM_TCR_SIGNALING	t_nk	minus_log10_bh_fdr	6.18591	manuscript_interpretable_candidate	results/figures/source_data/figure4_pdac_tme_pathway_atlas_source.tsv	reactome
